add_1,add_2,area,population,aver_old,under_15,15_65,over_65,rate_sex
佐賀県,嬉野市,126.41 ,216.2,49.5 ,12.6 ,55.9 ,31.5 ,86.4 
佐賀県,神埼市,125.13 ,254.5,47.3 ,13.6 ,57.9 ,28.5 ,91.0 
佐賀県,吉野ヶ里町,43.99 ,373.1,43.6 ,15.5 ,62.2 ,22.3 ,98.3 
佐賀県,基山町,22.15 ,790.1,47.2 ,12.3 ,60.3 ,27.3 ,89.5 
佐賀県,上峰町,12.80 ,725.2,43.9 ,16.1 ,60.6 ,23.4 ,89.3 
佐賀県,みやき町,51.92 ,486.9,49.7 ,11.9 ,55.2 ,33.0 ,89.9 
佐賀県,玄海町,35.92 ,164.3,47.2 ,14.2 ,57.7 ,28.1 ,105.9 
佐賀県,有田町,65.85 ,306.0,49.1 ,13.6 ,54.9 ,31.5 ,86.7 
佐賀県,大町町,11.50 ,589.3,51.9 ,10.8 ,53.3 ,35.9 ,83.2 
佐賀県,江北町,24.49 ,391.3,46.7 ,14.2 ,58.9 ,26.9 ,88.4 
佐賀県,白石町,99.56 ,240.5,50.1 ,12.4 ,55.3 ,32.4 ,86.9 
佐賀県,太良町,74.30 ,118.2,51.5 ,11.8 ,53.2 ,34.9 ,88.6 
長崎県,長崎県,"4,132.09 ",333.3,48.2 ,13.0 ,57.4 ,29.6 ,88.3 
長崎県,長崎市,405.86 ,"1,058.3",48.2 ,11.9 ,59.0 ,29.1 ,86.1 
長崎県,佐世保市,426.06 ,599.5,47.4 ,13.3 ,57.6 ,29.1 ,88.9 
長崎県,島原市,82.97 ,547.6,50.0 ,12.9 ,54.4 ,32.6 ,85.9 
長崎県,諫早市,341.79 ,404.0,47.0 ,13.7 ,59.2 ,27.1 ,89.0 
長崎県,大村市,126.62 ,732.6,43.8 ,16.4 ,60.5 ,23.1 ,90.0 
長崎県,平戸市,235.08 ,135.8,52.8 ,11.7 ,51.0 ,37.3 ,87.3 
長崎県,松浦市,130.55 ,178.5,50.5 ,12.8 ,53.8 ,33.3 ,91.9 
長崎県,対馬市,708.63 ,44.4,51.0 ,13.1 ,52.9 ,33.9 ,95.4 
長崎県,壱岐市,139.42 ,194.4,51.1 ,13.8 ,50.7 ,35.5 ,90.3 
長崎県,五島市,420.05 ,88.9,53.4 ,11.1 ,52.0 ,36.8 ,86.7 
長崎県,西海市,241.59 ,118.8,51.5 ,11.4 ,53.6 ,35.0 ,95.7 
長崎県,雲仙市,214.31 ,205.8,50.1 ,12.5 ,55.7 ,31.7 ,89.6 
長崎県,南島原市,170.11 ,273.6,52.4 ,11.8 ,51.9 ,36.3 ,86.4 
長崎県,長与町,28.73 ,"1,481.0",44.4 ,15.3 ,61.3 ,23.3 ,89.5 
長崎県,時津町,20.94 ,"1,423.3",43.5 ,16.1 ,60.9 ,23.0 ,92.6 
長崎県,東彼杵町,74.29 ,111.7,51.5 ,11.2 ,55.0 ,33.8 ,88.1 
長崎県,川棚町,37.35 ,376.6,48.0 ,13.7 ,56.8 ,29.5 ,89.8 
長崎県,波佐見町,56.00 ,265.9,47.7 ,13.8 ,57.5 ,28.7 ,90.6 
長崎県,小値賀町,25.53 ,100.3,58.4 ,8.9 ,45.4 ,45.7 ,84.4 
長崎県,佐々町,32.27 ,422.2,45.3 ,16.2 ,57.9 ,26.0 ,89.3 
長崎県,新上五島町,213.94 ,92.2,54.1 ,10.4 ,51.9 ,37.7 ,87.4 
熊本県,熊本県,"7,409.35 ",241.1,47.5 ,13.6 ,57.6 ,28.8 ,89.0 
熊本県,熊本市,390.32 ,"1,898.0",44.8 ,14.1 ,61.7 ,24.2 ,88.8 
熊本県,熊本市 中央区,25.45 ,"7,320.2",44.1 ,12.0 ,65.5 ,22.5 ,87.7 
熊本県,熊本市 東区,50.19 ,"3,794.6",43.5 ,15.4 ,62.9 ,21.6 ,89.8 
熊本県,熊本市 西区,89.33 ,"1,043.0",47.1 ,12.5 ,59.1 ,28.4 ,87.6 
熊本県,熊本市 南区,110.01 ,"1,161.4",44.9 ,16.0 ,59.1 ,24.9 ,88.5 
熊本県,熊本市 北区,115.34 ,"1,240.9",45.8 ,14.4 ,59.3 ,26.3 ,90.2 
熊本県,八代市,681.36 ,187.1,49.2 ,12.4 ,55.7 ,31.8 ,86.8 
熊本県,人吉市,210.55 ,160.9,50.9 ,12.9 ,52.7 ,34.4 ,85.6 
熊本県,荒尾市,57.37 ,930.9,49.3 ,12.8 ,54.6 ,32.6 ,87.3 
熊本県,水俣市,163.29 ,155.6,52.0 ,11.7 ,51.8 ,36.5 ,85.2 
熊本県,玉名市,152.60 ,437.6,48.9 ,12.7 ,56.0 ,31.3 ,88.5 
熊本県,山鹿市,299.69 ,174.4,50.8 ,12.1 ,53.3 ,34.6 ,88.2 
熊本県,菊池市,276.85 ,174.0,48.7 ,13.3 ,55.8 ,30.9 ,91.3 
熊本県,宇土市,74.30 ,498.3,46.9 ,14.1 ,58.0 ,27.9 ,91.4 
熊本県,上天草市,126.91 ,212.8,53.2 ,11.1 ,51.4 ,37.6 ,86.8 
熊本県,宇城市,188.61 ,316.8,49.1 ,13.1 ,55.5 ,31.4 ,88.9 
熊本県,阿蘇市,376.30 ,71.8,51.5 ,12.0 ,52.4 ,35.7 ,88.3 
熊本県,天草市,683.78 ,121.0,52.9 ,11.9 ,50.9 ,37.2 ,86.4 
熊本県,合志市,53.19 ,"1,097.4",43.0 ,18.1 ,59.3 ,22.6 ,92.4 
熊本県,美里町,144.00 ,71.8,55.9 ,9.3 ,49.0 ,41.7 ,86.5 
熊本県,玉東町,24.33 ,216.4,49.6 ,13.8 ,53.1 ,33.1 ,89.5 
熊本県,南関町,68.92 ,142.0,51.5 ,11.0 ,53.3 ,35.8 ,88.7 
熊本県,長洲町,19.43 ,817.8,49.1 ,12.2 ,56.7 ,31.2 ,95.0 
熊本県,和水町,98.78 ,103.2,54.2 ,10.1 ,50.7 ,39.3 ,87.4 
熊本県,大津町,99.10 ,337.6,42.4 ,17.1 ,62.2 ,20.7 ,97.0 
熊本県,菊陽町,37.46 ,"1,094.1",41.2 ,17.9 ,63.1 ,18.9 ,95.4 
熊本県,南小国町,115.90 ,34.9,52.8 ,11.2 ,51.5 ,37.3 ,88.7 
熊本県,小国町,136.94 ,52.5,53.6 ,11.0 ,51.0 ,37.9 ,89.7 
熊本県,産山村,60.81 ,24.8,54.1 ,11.9 ,48.4 ,39.7 ,108.0 
熊本県,高森町,175.06 ,36.1,53.8 ,11.5 ,49.8 ,38.8 ,89.6 
熊本県,西原村,77.22 ,88.1,47.4 ,15.3 ,57.0 ,27.7 ,94.7 
熊本県,南阿蘇村,137.32 ,83.8,50.7 ,10.6 ,54.5 ,34.8 ,95.2 
熊本県,御船町,99.03 ,174.1,49.1 ,12.9 ,55.6 ,31.5 ,90.0 
熊本県,嘉島町,16.65 ,543.8,45.5 ,15.5 ,58.0 ,26.5 ,89.8 
熊本県,益城町,65.68 ,511.7,46.0 ,15.7 ,57.6 ,26.7 ,91.5 
熊本県,甲佐町,57.93 ,185.0,51.5 ,12.4 ,51.5 ,36.1 ,88.9 
熊本県,山都町,544.67 ,27.8,57.5 ,9.1 ,46.4 ,44.5 ,90.6 
熊本県,氷川町,33.36 ,359.5,51.3 ,12.1 ,53.1 ,34.8 ,87.6 
熊本県,芦北町,233.98 ,75.5,54.3 ,10.7 ,49.4 ,40.0 ,87.6 
熊本県,津奈木町,34.09 ,137.1,53.1 ,11.1 ,51.8 ,37.1 ,86.3 
熊本県,錦町,85.04 ,126.6,47.2 ,15.9 ,55.6 ,28.5 ,89.3 
熊本県,多良木町,165.86 ,59.0,52.6 ,12.8 ,49.6 ,37.7 ,87.4 
熊本県,湯前町,48.37 ,82.4,54.3 ,11.3 ,47.7 ,41.0 ,86.1 
熊本県,水上村,190.96 ,11.7,53.5 ,13.2 ,47.3 ,39.6 ,87.7 
熊本県,相良村,94.54 ,47.3,52.9 ,12.3 ,49.8 ,37.9 ,88.0 
熊本県,五木村,252.92 ,4.2,58.1 ,7.7 ,46.4 ,46.0 ,92.9 
熊本県,山江村,121.19 ,28.2,48.7 ,17.1 ,51.2 ,31.6 ,87.5 
熊本県,球磨村,207.58 ,17.8,55.2 ,10.8 ,48.2 ,41.0 ,89.1 
熊本県,あさぎり町,159.56 ,97.3,50.7 ,14.0 ,51.5 ,34.5 ,86.0 
熊本県,苓北町,67.57 ,114.5,53.4 ,11.6 ,50.8 ,37.6 ,89.5 
大分県,大分県,"6,340.71 ",183.9,48.3 ,12.7 ,56.9 ,30.4 ,89.8 
大分県,大分市,502.39 ,951.7,45.2 ,14.0 ,61.3 ,24.7 ,92.6 
大分県,別府市,125.34 ,974.5,48.4 ,11.1 ,57.2 ,31.7 ,83.2 
大分県,中津市,491.53 ,170.8,47.0 ,13.9 ,57.7 ,28.4 ,92.5 
大分県,日田市,666.03 ,99.9,50.0 ,12.9 ,54.4 ,32.7 ,89.6 
大分県,佐伯市,903.11 ,80.0,52.2 ,11.2 ,52.0 ,36.9 ,85.3 
大分県,臼杵市,291.20 ,133.1,52.3 ,11.1 ,51.1 ,37.7 ,89.1 
大分県,津久見市,79.48 ,226.1,54.0 ,9.7 ,50.6 ,39.7 ,86.7 
大分県,竹田市,477.53 ,46.8,56.5 ,9.2 ,46.3 ,44.5 ,86.4 
大分県,豊後高田市,206.24 ,110.8,52.4 ,10.8 ,51.8 ,37.5 ,88.9 
大分県,杵築市,280.08 ,107.8,50.7 ,11.6 ,53.7 ,34.7 ,92.0 
大分県,宇佐市,439.05 ,128.1,50.3 ,12.2 ,53.8 ,34.0 ,87.7 
大分県,豊後大野市,603.14 ,60.7,54.1 ,10.5 ,48.7 ,40.8 ,86.2 
大分県,由布市,319.32 ,107.3,49.0 ,12.6 ,55.2 ,32.3 ,89.8 
大分県,国東市,318.08 ,90.1,54.2 ,9.8 ,49.7 ,40.5 ,90.2 
大分県,姫島村,6.98 ,285.2,58.1 ,8.6 ,46.7 ,44.8 ,86.8 
大分県,日出町,73.32 ,382.7,47.1 ,14.2 ,57.1 ,28.7 ,90.4 
大分県,九重町,271.37 ,35.5,54.4 ,10.7 ,48.6 ,40.7 ,89.6 
大分県,玖珠町,286.51 ,55.2,50.9 ,11.8 ,53.0 ,35.1 ,92.3 
宮崎県,宮崎県,"7,735.31 ",142.7,47.9 ,13.7 ,56.8 ,29.5 ,88.8 
宮崎県,宮崎市,643.67 ,623.2,45.6 ,14.3 ,60.3 ,25.4 ,88.4 
宮崎県,都城市,653.36 ,252.6,47.5 ,14.1 ,56.9 ,29.0 ,88.6 
宮崎県,延岡市,868.02 ,144.2,48.7 ,13.2 ,55.6 ,31.2 ,89.2 
宮崎県,日南市,536.11 ,100.9,51.1 ,11.8 ,53.2 ,35.0 ,88.4 
宮崎県,小林市,562.95 ,82.1,50.5 ,12.8 ,53.5 ,33.7 ,86.4 
宮崎県,日向市,336.93 ,183.3,47.7 ,14.1 ,56.7 ,29.1 ,90.7 
宮崎県,串間市,295.16 ,63.6,53.8 ,11.4 ,49.7 ,38.9 ,87.3 
宮崎県,西都市,438.79 ,69.9,50.6 ,12.5 ,53.5 ,34.0 ,88.4 
宮崎県,えびの市,282.93 ,69.1,53.2 ,11.4 ,50.5 ,38.1 ,89.1 
宮崎県,三股町,110.02 ,230.9,45.2 ,16.9 ,57.3 ,25.8 ,86.4 
宮崎県,高原町,85.39 ,108.9,53.3 ,10.7 ,52.1 ,37.2 ,90.9 
宮崎県,国富町,130.63 ,150.1,50.7 ,11.5 ,55.6 ,32.9 ,86.6 
宮崎県,綾町,95.19 ,77.2,48.9 ,14.8 ,52.9 ,32.3 ,87.2 
宮崎県,高鍋町,43.80 ,480.0,47.3 ,13.5 ,57.0 ,29.5 ,89.0 
宮崎県,新富町,61.53 ,282.4,46.5 ,14.3 ,58.0 ,27.6 ,96.9 
宮崎県,西米良村,271.51 ,4.0,54.3 ,14.0 ,43.3 ,42.8 ,96.2 
宮崎県,木城町,145.96 ,35.8,49.2 ,14.8 ,51.8 ,33.4 ,87.4 
宮崎県,川南町,90.12 ,178.8,48.9 ,13.9 ,54.6 ,31.5 ,91.6 
宮崎県,都農町,102.11 ,101.8,50.6 ,12.9 ,52.4 ,34.7 ,88.4 
宮崎県,門川町,120.51 ,150.9,48.1 ,14.2 ,55.5 ,30.3 ,89.7 
宮崎県,諸塚村,187.56 ,9.3,55.0 ,12.4 ,47.0 ,40.6 ,95.4 
宮崎県,椎葉村,537.29 ,5.2,55.6 ,12.1 ,46.5 ,41.3 ,101.4 
宮崎県,美郷町,448.84 ,12.2,58.7 ,9.0 ,43.1 ,48.0 ,92.8 
宮崎県,高千穂町,237.54 ,53.7,53.7 ,11.9 ,49.3 ,38.8 ,90.5 
宮崎県,日之影町,277.67 ,14.2,56.5 ,10.4 ,46.9 ,42.7 ,89.7 
宮崎県,五ヶ瀬町,171.73 ,22.6,52.6 ,14.0 ,48.4 ,37.6 ,93.1 
鹿児島県,鹿児島県,"9,186.94 ",179.4,48.1 ,13.5 ,57.0 ,29.4 ,88.3 
鹿児島県,鹿児島市,547.55 ,"1,095.5",45.5 ,13.8 ,61.3 ,24.8 ,87.0 
鹿児島県,鹿屋市,448.15 ,231.2,46.5 ,15.3 ,57.1 ,27.5 ,91.7 
鹿児島県,枕崎市,74.78 ,294.8,52.4 ,10.9 ,52.9 ,36.3 ,82.5 
鹿児島県,阿久根市,134.29 ,157.9,53.4 ,10.8 ,50.7 ,38.6 ,88.0 
鹿児島県,出水市,329.98 ,162.9,48.3 ,14.1 ,55.5 ,30.5 ,86.8 
鹿児島県,指宿市,148.84 ,281.0,51.4 ,12.1 ,52.7 ,35.2 ,84.5 
鹿児島県,西之表市,205.66 ,77.6,51.3 ,13.3 ,52.5 ,34.2 ,89.7 
鹿児島県,垂水市,162.12 ,95.7,54.2 ,9.8 ,51.6 ,38.5 ,85.5 
鹿児島県,薩摩川内市,682.92 ,140.7,47.9 ,14.3 ,56.2 ,29.5 ,91.6 
鹿児島県,日置市,253.01 ,194.7,49.5 ,13.0 ,55.1 ,31.9 ,88.1 
鹿児島県,曽於市,390.11 ,93.7,53.2 ,11.1 ,51.4 ,37.5 ,86.4 
鹿児島県,霧島市,603.18 ,208.7,45.6 ,14.8 ,59.8 ,25.3 ,91.0 
鹿児島県,いちき串木野市,112.30 ,260.7,49.7 ,12.3 ,54.7 ,33.0 ,86.8 
鹿児島県,南さつま市,283.59 ,125.0,52.6 ,11.0 ,51.6 ,37.4 ,83.9 
鹿児島県,志布志市,290.28 ,108.4,50.1 ,13.7 ,53.4 ,32.9 ,88.5 
鹿児島県,奄美市,308.27 ,140.0,48.4 ,14.5 ,57.0 ,28.5 ,88.5 
鹿児島県,南九州市,357.91 ,101.6,52.5 ,11.6 ,52.2 ,36.2 ,86.5 
鹿児島県,伊佐市,392.56 ,68.3,53.6 ,11.2 ,49.9 ,39.0 ,85.3 
鹿児島県,姶良市,231.25 ,325.1,47.6 ,14.4 ,56.5 ,29.1 ,87.1 
鹿児島県,三島村,31.40 ,13.0,46.8 ,19.9 ,52.6 ,27.5 ,103.5 
鹿児島県,十島村,101.14 ,7.5,48.3 ,17.3 ,54.2 ,28.4 ,120.4 
鹿児島県,さつま町,303.90 ,73.7,53.0 ,11.6 ,50.5 ,37.9 ,86.9 
鹿児島県,長島町,116.13 ,89.8,50.6 ,14.1 ,52.1 ,33.7 ,92.7 
鹿児島県,湧水町,144.29 ,71.6,54.2 ,10.6 ,50.5 ,38.8 ,94.4 
鹿児島県,大崎町,100.67 ,131.5,52.1 ,11.4 ,52.6 ,36.0 ,89.5 
鹿児島県,東串良町,27.78 ,235.1,51.3 ,13.3 ,51.3 ,35.4 ,88.9 
鹿児島県,錦江町,163.19 ,48.6,56.3 ,10.3 ,46.7 ,42.9 ,86.6 
鹿児島県,南大隅町,213.57 ,35.3,58.0 ,9.5 ,45.0 ,45.6 ,87.1 
鹿児島県,肝付町,308.10 ,50.8,53.9 ,11.2 ,49.6 ,39.1 ,91.1 
鹿児島県,中種子町,137.18 ,59.3,52.1 ,13.0 ,51.2 ,35.8 ,88.3 
鹿児島県,南種子町,110.36 ,52.1,51.3 ,13.3 ,53.6 ,33.1 ,97.7 
鹿児島県,屋久島町,540.48 ,23.9,49.7 ,14.7 ,54.0 ,31.4 ,95.6 
鹿児島県,大和村,88.26 ,17.3,53.9 ,11.4 ,49.7 ,38.9 ,96.4 
鹿児島県,宇検村,103.07 ,16.7,54.9 ,11.7 ,50.4 ,37.9 ,89.0 
鹿児島県,瀬戸内町,239.65 ,37.7,53.0 ,12.1 ,52.6 ,35.3 ,91.4 
鹿児島県,龍郷町,81.82 ,71.0,48.8 ,16.0 ,53.3 ,30.7 ,92.8 
鹿児島県,喜界町,56.82 ,126.9,52.9 ,12.6 ,50.7 ,36.7 ,93.9 
鹿児島県,徳之島町,104.92 ,106.4,48.7 ,15.9 ,54.5 ,29.7 ,96.0 
鹿児島県,天城町,80.40 ,74.3,51.1 ,14.4 ,52.3 ,33.4 ,100.6 
鹿児島県,伊仙町,62.71 ,101.5,51.8 ,15.2 ,49.4 ,35.4 ,99.2 
鹿児島県,和泊町,40.39 ,167.9,49.7 ,15.5 ,53.1 ,31.3 ,95.1 
鹿児島県,知名町,53.30 ,116.6,50.1 ,14.9 ,53.4 ,31.7 ,101.2 
鹿児島県,与論町,20.58 ,252.0,50.4 ,14.8 ,53.9 ,31.3 ,93.7 
沖縄県,沖縄県,"2,281.12 ",628.4,42.1 ,17.4 ,62.9 ,19.6 ,96.7 
沖縄県,那覇市,39.57 ,"8,072.7",42.8 ,15.9 ,63.9 ,20.3 ,93.9 
沖縄県,宜野湾市,19.80 ,"4,860.8",40.1 ,17.9 ,65.2 ,16.9 ,95.5 
沖縄県,石垣市,229.34 ,207.4,42.5 ,18.3 ,62.6 ,19.2 ,99.0 
沖縄県,浦添市,19.48 ,"5,864.1",40.4 ,18.5 ,64.3 ,17.2 ,94.4 
沖縄県,名護市,210.90 ,292.4,41.7 ,17.3 ,63.0 ,19.7 ,98.6 
沖縄県,糸満市,46.62 ,"1,255.8",41.5 ,18.6 ,62.4 ,19.0 ,100.4 
沖縄県,沖縄市,49.72 ,"2,801.3",40.8 ,18.4 ,63.6 ,18.0 ,94.1 
沖縄県,豊見城市,19.60 ,"3,118.3",39.6 ,20.1 ,63.1 ,16.8 ,94.9 
沖縄県,うるま市,87.01 ,"1,366.5",42.1 ,17.5 ,62.5 ,20.0 ,99.9 
沖縄県,宮古島市,204.20 ,250.7,46.2 ,16.6 ,58.5 ,24.9 ,96.5 
沖縄県,南城市,49.94 ,841.3,44.1 ,16.8 ,60.0 ,23.2 ,101.8 
沖縄県,国頭村,194.80 ,25.2,50.0 ,13.2 ,56.5 ,30.4 ,100.8 
沖縄県,大宜味村,63.55 ,48.2,51.2 ,12.2 ,55.3 ,32.5 ,105.9 
沖縄県,東村,81.88 ,21.0,50.1 ,13.5 ,56.3 ,30.2 ,122.2 
沖縄県,今帰仁村,39.93 ,238.7,47.7 ,15.1 ,56.8 ,28.1 ,101.2 
沖縄県,本部町,54.35 ,249.1,47.5 ,14.4 ,58.6 ,27.0 ,104.0 
沖縄県,恩納村,50.82 ,209.6,43.6 ,14.8 ,64.1 ,21.1 ,105.3 
沖縄県,宜野座村,31.30 ,178.8,42.8 ,20.4 ,56.5 ,23.1 ,98.3 
沖縄県,金武町,37.84 ,296.8,44.3 ,17.5 ,57.3 ,25.2 ,98.2 
沖縄県,伊江村,22.78 ,187.0,50.8 ,14.3 ,55.8 ,29.9 ,103.0 
沖縄県,読谷村,35.28 ,"1,119.7",41.5 ,18.4 ,63.1 ,18.5 ,97.3 
沖縄県,嘉手納町,15.12 ,905.1,43.5 ,17.2 ,60.4 ,22.4 ,95.0 
沖縄県,北谷町,13.93 ,"2,032.2",41.1 ,17.9 ,63.7 ,18.5 ,91.9 
沖縄県,北中城村,11.54 ,"1,399.3",43.4 ,16.8 ,61.1 ,22.1 ,93.0 
沖縄県,中城村,15.53 ,"1,252.7",41.1 ,17.4 ,64.8 ,17.8 ,100.1 
沖縄県,西原町,15.90 ,"2,170.3",41.0 ,16.8 ,65.0 ,18.1 ,100.3 
沖縄県,与那原町,5.18 ,"3,554.1",40.8 ,18.9 ,62.6 ,18.5 ,92.2 
沖縄県,南風原町,10.76 ,"3,485.3",39.9 ,19.8 ,63.0 ,17.2 ,96.6 
沖縄県,渡嘉敷村,19.23 ,38.0,44.3 ,14.9 ,63.8 ,21.2 ,126.7 
沖縄県,座間味村,16.74 ,52.0,44.0 ,17.9 ,62.3 ,19.8 ,114.8 
沖縄県,粟国村,7.65 ,99.2,53.0 ,12.4 ,54.5 ,33.1 ,133.5 
沖縄県,渡名喜村,3.87 ,111.1,52.9 ,9.3 ,60.7 ,30.0 ,182.9 
沖縄県,南大東村,30.53 ,43.5,45.3 ,17.2 ,61.6 ,21.3 ,142.1 
沖縄県,北大東村,13.09 ,48.1,44.9 ,17.5 ,64.9 ,17.6 ,151.6 
沖縄県,伊平屋村,21.82 ,56.7,47.7 ,19.1 ,54.5 ,26.3 ,116.4 
沖縄県,伊是名村,15.42 ,98.4,48.3 ,15.6 ,56.7 ,27.7 ,118.0 
沖縄県,久米島町,63.65 ,121.8,47.3 ,15.7 ,57.8 ,26.5 ,111.4 
沖縄県,八重瀬町,26.96 ,"1,078.1",41.7 ,18.4 ,62.2 ,19.4 ,96.1 
沖縄県,多良間村,21.99 ,54.3,46.4 ,17.4 ,56.2 ,26.4 ,115.1 
沖縄県,竹富町,334.39 ,12.0,43.7 ,17.2 ,62.6 ,20.2 ,106.0 
沖縄県,与那国町,28.96 ,63.6,45.6 ,12.5 ,69.0 ,18.5 ,164.8 
