add_1,add_2,area,population,aver_old,under_15,15_65,over_65,rate_sex
滋賀県,高島市,693.05 ,72.2,49.4 ,11.7 ,56.2 ,32.1 ,95.7 
滋賀県,東近江市,388.37 ,294.0,44.9 ,14.5 ,60.8 ,24.7 ,98.3 
滋賀県,米原市,250.39 ,154.6,46.8 ,13.6 ,58.7 ,27.7 ,94.6 
滋賀県,日野町,117.60 ,186.0,47.1 ,13.0 ,59.0 ,28.0 ,99.0 
滋賀県,竜王町,44.55 ,279.1,44.6 ,13.4 ,62.7 ,23.9 ,110.1 
滋賀県,愛荘町,37.97 ,547.2,42.2 ,17.6 ,60.7 ,21.7 ,98.8 
滋賀県,豊郷町,7.80 ,951.5,45.4 ,15.6 ,57.8 ,26.5 ,93.9 
滋賀県,甲良町,13.63 ,516.4,47.8 ,13.2 ,57.0 ,29.8 ,91.7 
滋賀県,多賀町,135.77 ,54.2,49.5 ,13.0 ,54.0 ,33.0 ,90.4 
京都府,京都府,"4,612.19 ",566.0,46.3 ,12.3 ,60.2 ,27.5 ,91.7 
京都府,京都市,827.83 ,"1,782.0",45.9 ,11.3 ,62.0 ,26.7 ,90.2 
京都府,京都市 北区,94.88 ,"1,259.2",46.3 ,10.7 ,61.5 ,27.7 ,91.2 
京都府,京都市 上京区,7.03 ,"12,107.1",45.8 ,9.6 ,63.4 ,27.1 ,85.4 
京都府,京都市 左京区,246.77 ,681.9,45.6 ,10.7 ,62.4 ,26.9 ,93.6 
京都府,京都市 中京区,7.41 ,"14,755.9",45.4 ,10.5 ,64.8 ,24.7 ,85.4 
京都府,京都市 東山区,7.48 ,"5,219.8",49.3 ,7.8 ,59.4 ,32.8 ,74.7 
京都府,京都市 下京区,6.78 ,"12,192.9",44.5 ,9.8 ,67.1 ,23.2 ,84.8 
京都府,京都市 南区,15.81 ,"6,320.5",45.2 ,11.8 ,63.7 ,24.5 ,99.0 
京都府,京都市 右京区,292.07 ,699.4,46.3 ,11.8 ,61.2 ,27.0 ,89.9 
京都府,京都市 伏見区,61.66 ,"4,551.7",45.9 ,12.1 ,61.2 ,26.7 ,91.9 
京都府,京都市 山科区,28.70 ,"4,720.2",47.1 ,11.6 ,59.3 ,29.1 ,90.3 
京都府,京都市 西京区,59.24 ,"2,548.3",45.3 ,13.3 ,61.0 ,25.6 ,91.4 
京都府,福知山市,552.54 ,142.9,47.2 ,13.9 ,57.0 ,29.1 ,98.4 
京都府,舞鶴市,342.12 ,245.5,47.5 ,13.5 ,56.0 ,30.5 ,98.6 
京都府,綾部市,347.10 ,97.4,51.7 ,11.6 ,51.5 ,36.9 ,91.9 
京都府,宇治市,67.54 ,"2,734.4",46.0 ,13.3 ,59.4 ,27.3 ,93.0 
京都府,宮津市,172.74 ,106.7,54.0 ,10.2 ,49.9 ,40.0 ,90.0 
京都府,亀岡市,224.80 ,398.0,46.0 ,13.4 ,60.1 ,26.5 ,93.6 
京都府,城陽市,32.71 ,"2,350.0",48.0 ,12.2 ,56.6 ,31.2 ,92.6 
京都府,向日市,7.72 ,"6,914.5",45.8 ,14.0 ,59.1 ,26.9 ,90.7 
京都府,長岡京市,19.17 ,"4,177.9",45.3 ,14.1 ,60.1 ,25.8 ,93.9 
京都府,八幡市,24.35 ,"2,984.1",46.7 ,13.1 ,58.6 ,28.3 ,94.0 
京都府,京田辺市,42.92 ,"1,650.4",42.3 ,15.0 ,62.3 ,22.7 ,96.2 
京都府,京丹後市,501.43 ,109.8,51.2 ,12.2 ,52.5 ,35.3 ,91.8 
京都府,南丹市,616.40 ,53.8,49.8 ,10.8 ,55.7 ,33.5 ,94.0 
京都府,木津川市,85.13 ,855.6,43.3 ,17.3 ,59.7 ,23.0 ,91.5 
京都府,大山崎町,5.97 ,"2,542.9",45.7 ,14.1 ,58.7 ,27.2 ,94.7 
京都府,久御山町,13.86 ,"1,140.3",46.8 ,13.1 ,57.6 ,29.3 ,95.0 
京都府,井手町,18.04 ,438.5,48.9 ,10.9 ,58.0 ,31.1 ,94.3 
京都府,宇治田原町,58.16 ,160.2,46.5 ,12.8 ,60.5 ,26.7 ,99.5 
京都府,笠置町,23.52 ,58.2,57.8 ,4.6 ,49.6 ,45.8 ,89.0 
京都府,和束町,64.93 ,60.9,54.7 ,8.3 ,51.1 ,40.6 ,87.5 
京都府,精華町,25.68 ,"1,416.5",43.2 ,16.0 ,62.4 ,21.5 ,91.6 
京都府,南山城村,64.11 ,41.4,56.1 ,6.6 ,51.4 ,42.0 ,90.0 
京都府,京丹波町,303.09 ,47.7,53.8 ,9.6 ,50.4 ,39.9 ,89.3 
京都府,伊根町,61.95 ,34.1,58.1 ,7.7 ,46.0 ,46.3 ,91.1 
京都府,与謝野町,108.38 ,201.5,50.7 ,12.3 ,53.3 ,34.4 ,90.2 
大阪府,大阪府,"1,905.14 ","4,639.8",45.8 ,12.5 ,61.3 ,26.1 ,92.9 
大阪府,大阪市,225.21 ,"11,949.7",45.8 ,11.2 ,63.6 ,25.3 ,93.8 
大阪府,大阪市 都島区,6.08 ,"17,224.8",45.4 ,11.6 ,64.8 ,23.6 ,93.2 
大阪府,大阪市 福島区,4.67 ,"15,521.2",43.1 ,11.9 ,68.1 ,20.0 ,89.2 
大阪府,大阪市 此花区,19.25 ,"3,462.6",46.2 ,12.0 ,61.8 ,26.2 ,95.6 
大阪府,大阪市 西区,5.21 ,"17,740.9",41.2 ,11.3 ,72.6 ,16.1 ,89.2 
大阪府,大阪市 港区,7.86 ,"10,437.0",46.7 ,11.0 ,61.9 ,27.1 ,95.6 
大阪府,大阪市 大正区,9.43 ,"6,907.8",48.2 ,11.2 ,58.7 ,30.1 ,95.3 
大阪府,大阪市 天王寺区,4.84 ,"15,646.5",43.2 ,13.0 ,67.1 ,19.8 ,86.9 
大阪府,大阪市 浪速区,4.39 ,"15,892.0",42.9 ,7.0 ,73.6 ,19.4 ,103.5 
大阪府,大阪市 西淀川区,14.22 ,"6,715.2",45.2 ,13.0 ,62.5 ,24.5 ,96.8 
大阪府,大阪市 東淀川区,13.27 ,"13,227.6",44.8 ,10.6 ,65.4 ,23.9 ,96.9 
大阪府,大阪市 東成区,4.54 ,"17,745.2",46.1 ,11.1 ,63.2 ,25.7 ,91.7 
大阪府,大阪市 生野区,8.37 ,"15,551.6",49.1 ,9.3 ,59.3 ,31.4 ,92.8 
大阪府,大阪市 旭区,6.32 ,"14,494.9",48.0 ,10.4 ,60.2 ,29.4 ,91.5 
大阪府,大阪市 城東区,8.38 ,"19,653.6",45.5 ,12.5 ,62.4 ,25.1 ,91.0 
大阪府,大阪市 阿倍野区,5.98 ,"17,997.7",46.0 ,12.5 ,62.0 ,25.5 ,85.2 
大阪府,大阪市 住吉区,9.40 ,"16,408.4",46.5 ,11.9 ,60.9 ,27.2 ,87.7 
大阪府,大阪市 東住吉区,9.75 ,"12,953.7",47.6 ,11.4 ,59.4 ,29.2 ,89.5 
大阪府,大阪市 西成区,7.37 ,"15,180.9",53.3 ,7.3 ,54.1 ,38.7 ,136.8 
大阪府,大阪市 淀川区,12.64 ,"13,940.0",44.9 ,10.4 ,66.6 ,23.0 ,98.2 
大阪府,大阪市 鶴見区,8.17 ,"13,654.5",42.9 ,15.7 ,62.5 ,21.8 ,91.9 
大阪府,大阪市 住之江区,20.61 ,"5,967.4",47.6 ,11.1 ,60.5 ,28.4 ,92.6 
大阪府,大阪市 平野区,15.28 ,"12,868.7",46.3 ,12.5 ,60.0 ,27.6 ,90.2 
大阪府,大阪市 北区,10.34 ,"11,960.1",43.6 ,8.9 ,71.9 ,19.2 ,93.7 
大阪府,大阪市 中央区,8.87 ,"10,492.6",42.4 ,8.6 ,74.9 ,16.5 ,87.9 
大阪府,堺市,149.82 ,"5,602.1",45.8 ,13.6 ,59.5 ,26.9 ,92.1 
大阪府,堺市 堺区,23.65 ,"6,266.6",46.9 ,11.4 ,61.4 ,27.2 ,97.5 
大阪府,堺市 中区,17.88 ,"6,965.5",44.4 ,14.7 ,60.2 ,25.2 ,93.5 
大阪府,堺市 東区,10.49 ,"8,121.0",46.7 ,13.3 ,57.8 ,28.9 ,90.4 
大阪府,堺市 西区,28.62 ,"4,743.0",44.7 ,14.9 ,59.9 ,25.2 ,92.7 
大阪府,堺市 南区,40.39 ,"3,655.0",47.8 ,12.7 ,56.2 ,31.1 ,87.3 
大阪府,堺市 北区,15.60 ,"10,182.4",44.1 ,14.4 ,61.5 ,24.1 ,90.8 
大阪府,堺市 美原区,13.20 ,"2,966.4",46.0 ,14.1 ,57.7 ,28.2 ,93.2 
大阪府,岸和田市,72.68 ,"2,681.8",45.3 ,13.8 ,60.2 ,25.9 ,91.6 
大阪府,豊中市,36.39 ,"10,867.8",45.3 ,13.7 ,60.9 ,25.4 ,90.0 
大阪府,池田市,22.14 ,"4,655.3",45.5 ,13.0 ,61.1 ,25.9 ,91.9 
大阪府,吹田市,36.09 ,"10,375.9",43.9 ,13.9 ,63.1 ,22.9 ,93.2 
大阪府,泉大津市,14.31 ,"5,303.8",44.3 ,14.0 ,62.2 ,23.8 ,91.2 
大阪府,高槻市,105.29 ,"3,341.5",46.3 ,13.0 ,59.2 ,27.7 ,91.4 
大阪府,貝塚市,43.93 ,"2,019.0",44.8 ,14.8 ,60.3 ,24.9 ,92.3 
大阪府,守口市,12.71 ,"11,254.3",47.6 ,11.0 ,59.8 ,29.3 ,93.2 
大阪府,枚方市,65.12 ,"6,206.3",46.0 ,13.3 ,59.7 ,27.0 ,91.2 
大阪府,茨木市,76.49 ,"3,661.0",43.9 ,14.6 ,61.9 ,23.5 ,94.0 
大阪府,八尾市,41.72 ,"6,443.0",46.2 ,13.0 ,59.7 ,27.4 ,91.3 
大阪府,泉佐野市,56.51 ,"1,786.7",45.1 ,12.9 ,62.1 ,24.9 ,92.5 
大阪府,富田林市,39.72 ,"2,869.7",46.5 ,12.1 ,60.8 ,27.1 ,89.1 
大阪府,寝屋川市,24.70 ,"9,616.1",47.7 ,10.9 ,60.3 ,28.7 ,94.1 
大阪府,河内長野市,109.63 ,975.9,48.9 ,11.0 ,57.6 ,31.3 ,88.3 
大阪府,松原市,16.66 ,"7,247.9",46.7 ,12.1 ,59.2 ,28.6 ,92.7 
大阪府,大東市,18.27 ,"6,744.2",45.1 ,12.9 ,61.5 ,25.6 ,95.8 
大阪府,和泉市,84.98 ,"2,190.0",43.7 ,15.1 ,62.1 ,22.8 ,93.4 
大阪府,箕面市,47.90 ,"2,785.2",45.0 ,14.2 ,59.9 ,25.9 ,92.0 
大阪府,柏原市,25.33 ,"2,807.4",45.7 ,12.3 ,61.3 ,26.5 ,91.5 
大阪府,羽曳野市,26.45 ,"4,260.2",46.7 ,12.8 ,58.8 ,28.4 ,89.6 
大阪府,門真市,12.30 ,"10,046.8",46.6 ,11.6 ,60.5 ,28.0 ,96.3 
大阪府,摂津市,14.87 ,"5,716.7",44.2 ,13.5 ,62.1 ,24.4 ,99.4 
大阪府,高石市,11.30 ,"5,002.6",46.0 ,13.5 ,59.5 ,27.0 ,90.5 
大阪府,藤井寺市,8.89 ,"7,360.9",45.9 ,13.3 ,60.0 ,26.8 ,89.0 
大阪府,東大阪市,61.78 ,"8,138.3",46.4 ,12.1 ,60.4 ,27.5 ,95.8 
大阪府,泉南市,48.98 ,"1,274.8",45.5 ,14.4 ,58.4 ,27.2 ,91.7 
大阪府,四條畷市,18.69 ,"3,000.3",44.9 ,14.2 ,60.0 ,25.7 ,96.0 
大阪府,交野市,25.55 ,"2,991.6",45.4 ,13.9 ,59.8 ,26.3 ,92.2 
大阪府,大阪狭山市,11.92 ,"4,848.3",45.7 ,13.8 ,59.4 ,26.8 ,89.0 
大阪府,阪南市,36.17 ,"1,500.6",47.1 ,12.6 ,58.7 ,28.7 ,90.5 
大阪府,島本町,16.81 ,"1,783.6",45.3 ,14.7 ,59.7 ,25.6 ,91.0 
大阪府,豊能町,34.34 ,580.5,53.4 ,7.9 ,53.2 ,38.9 ,90.2 
大阪府,能勢町,98.75 ,103.9,52.3 ,8.0 ,57.2 ,34.8 ,91.5 
大阪府,忠岡町,3.97 ,"4,357.2",46.0 ,13.9 ,58.7 ,27.4 ,91.8 
大阪府,熊取町,17.24 ,"2,577.4",45.0 ,14.0 ,60.2 ,25.8 ,95.3 
大阪府,田尻町,5.62 ,"1,497.7",42.6 ,15.0 ,61.9 ,23.1 ,100.9 
大阪府,岬町,49.18 ,324.1,51.7 ,9.9 ,53.8 ,36.4 ,86.4 
大阪府,太子町,14.17 ,970.2,45.6 ,13.6 ,60.4 ,26.0 ,95.7 
大阪府,河南町,25.26 ,638.4,47.4 ,11.7 ,59.1 ,29.2 ,94.6 
大阪府,千早赤阪村,37.30 ,144.2,53.6 ,8.9 ,50.3 ,40.8 ,90.7 
兵庫県,兵庫県,"8,400.96 ",658.8,46.5 ,12.9 ,60.0 ,27.1 ,91.3 
兵庫県,神戸市,557.02 ,"2,759.8",46.6 ,12.2 ,60.7 ,27.1 ,89.7 
兵庫県,神戸市 東灘区,34.02 ,"6,279.7",44.8 ,13.4 ,63.1 ,23.6 ,89.5 
兵庫県,神戸市 灘区,32.66 ,"4,166.8",45.3 ,12.3 ,62.8 ,25.0 ,89.6 
兵庫県,神戸市 兵庫区,14.68 ,"7,285.8",48.7 ,9.6 ,59.9 ,30.5 ,96.8 
兵庫県,神戸市 長田区,11.36 ,"8,619.0",49.8 ,10.0 ,57.1 ,32.9 ,88.0 
兵庫県,神戸市 須磨区,28.93 ,"5,615.9",48.2 ,11.5 ,58.0 ,30.5 ,85.3 
兵庫県,神戸市 垂水区,28.11 ,"7,807.7",47.0 ,13.3 ,58.1 ,28.6 ,88.0 
兵庫県,神戸市 北区,240.29 ,914.7,47.2 ,13.0 ,58.4 ,28.6 ,89.5 
兵庫県,神戸市 中央区,28.97 ,"4,665.3",46.5 ,8.9 ,65.7 ,25.5 ,87.3 
兵庫県,神戸市 西区,138.01 ,"1,780.9",44.9 ,13.7 ,62.8 ,23.4 ,93.4 
兵庫県,姫路市,534.47 ,"1,002.2",45.0 ,14.1 ,60.7 ,25.2 ,93.4 
兵庫県,尼崎市,50.72 ,"8,922.8",47.0 ,11.5 ,60.8 ,27.7 ,93.8 
兵庫県,明石市,49.42 ,"5,937.0",45.3 ,13.6 ,61.1 ,25.3 ,93.5 
兵庫県,西宮市,99.96 ,"4,880.5",44.4 ,14.1 ,62.6 ,23.3 ,88.0 
兵庫県,洲本市,182.38 ,242.7,50.3 ,11.7 ,54.9 ,33.3 ,90.2 
兵庫県,芦屋市,18.47 ,"5,162.4",47.1 ,13.2 ,59.3 ,27.4 ,82.4 
兵庫県,伊丹市,25.00 ,"7,875.3",44.4 ,14.1 ,61.8 ,24.1 ,94.5 
兵庫県,相生市,90.40 ,333.3,50.0 ,11.2 ,54.3 ,34.5 ,92.9 
兵庫県,豊岡市,697.55 ,117.9,49.3 ,13.0 ,55.3 ,31.7 ,92.4 
兵庫県,加古川市,138.48 ,"1,931.2",45.1 ,13.8 ,61.2 ,25.1 ,96.3 
兵庫県,赤穂市,126.86 ,382.8,48.1 ,12.5 ,57.3 ,30.2 ,92.5 
兵庫県,西脇市,132.44 ,308.6,48.5 ,12.9 ,56.1 ,31.0 ,91.4 
兵庫県,宝塚市,101.80 ,"2,209.3",46.5 ,13.5 ,59.4 ,27.1 ,86.4 
兵庫県,三木市,176.51 ,437.2,49.0 ,11.7 ,56.5 ,31.8 ,92.4 
兵庫県,高砂市,34.38 ,"2,647.8",45.7 ,13.4 ,60.2 ,26.4 ,95.2 
兵庫県,川西市,53.44 ,"2,926.2",47.5 ,13.0 ,56.9 ,30.1 ,89.6 
兵庫県,小野市,92.94 ,522.7,45.6 ,14.6 ,59.3 ,26.1 ,95.5 
兵庫県,三田市,210.32 ,535.8,44.6 ,13.0 ,65.7 ,21.3 ,92.6 
兵庫県,加西市,150.98 ,293.5,48.9 ,11.6 ,57.9 ,30.5 ,95.6 
兵庫県,篠山市,377.59 ,109.9,49.9 ,11.9 ,55.6 ,32.6 ,90.9 
兵庫県,養父市,422.91 ,57.4,52.0 ,11.6 ,52.2 ,36.2 ,92.9 
兵庫県,丹波市,493.21 ,131.1,49.3 ,12.9 ,54.7 ,32.3 ,90.9 
兵庫県,南あわじ市,229.01 ,204.8,50.3 ,12.3 ,54.2 ,33.5 ,91.7 
兵庫県,朝来市,403.06 ,76.4,50.3 ,12.4 ,54.3 ,33.3 ,92.6 
兵庫県,淡路市,184.35 ,238.6,51.7 ,11.3 ,52.5 ,36.2 ,89.8 
兵庫県,宍粟市,658.54 ,57.4,49.7 ,12.8 ,55.1 ,32.1 ,91.3 
兵庫県,加東市,157.55 ,255.9,45.4 ,13.5 ,61.1 ,25.3 ,94.8 
兵庫県,たつの市,210.87 ,367.1,46.9 ,13.2 ,58.5 ,28.3 ,92.8 
兵庫県,猪名川町,90.33 ,341.4,46.3 ,15.1 ,58.7 ,26.3 ,89.3 
兵庫県,多可町,185.19 ,114.5,50.4 ,12.2 ,53.8 ,34.0 ,92.9 
兵庫県,稲美町,34.92 ,888.3,47.0 ,13.3 ,57.8 ,29.0 ,96.3 
兵庫県,播磨町,9.13 ,"3,695.4",44.5 ,14.6 ,60.3 ,25.1 ,94.7 
兵庫県,市川町,82.67 ,148.8,50.4 ,10.7 ,56.3 ,33.0 ,94.5 
兵庫県,福崎町,45.79 ,431.1,45.8 ,13.7 ,59.0 ,27.3 ,91.3 
兵庫県,神河町,202.23 ,56.6,50.8 ,11.6 ,54.3 ,34.1 ,88.3 
兵庫県,太子町,22.61 ,"1,490.0",44.1 ,16.4 ,59.1 ,24.5 ,94.5 
兵庫県,上郡町,150.26 ,101.3,51.0 ,11.1 ,54.5 ,34.4 ,92.8 
兵庫県,佐用町,307.44 ,57.0,53.6 ,10.2 ,51.6 ,38.2 ,90.7 
兵庫県,香美町,368.77 ,49.0,52.4 ,11.4 ,51.9 ,36.7 ,92.0 
兵庫県,新温泉町,241.01 ,61.5,52.7 ,11.5 ,51.6 ,36.9 ,89.7 
奈良県,奈良県,"3,690.94 ",369.6,47.2 ,12.5 ,58.8 ,28.7 ,89.4 
奈良県,奈良市,276.94 ,"1,301.0",47.3 ,12.0 ,59.4 ,28.6 ,87.3 
奈良県,大和高田市,16.48 ,"3,933.1",47.6 ,10.6 ,61.4 ,28.0 ,88.5 
奈良県,大和郡山市,42.69 ,"2,039.1",47.8 ,12.0 ,58.2 ,29.8 ,90.1 
奈良県,天理市,86.42 ,779.9,43.9 ,12.6 ,63.1 ,24.2 ,95.9 
奈良県,橿原市,39.56 ,"3,137.3",45.7 ,13.1 ,60.7 ,26.2 ,90.3 
奈良県,桜井市,98.91 ,578.7,47.4 ,12.3 ,59.0 ,28.7 ,89.7 
奈良県,五條市,292.02 ,106.1,51.2 ,9.7 ,56.3 ,34.0 ,88.8 
奈良県,御所市,60.58 ,443.5,52.5 ,8.7 ,54.0 ,37.2 ,87.0 
奈良県,生駒市,53.15 ,"2,224.5",45.3 ,14.8 ,59.3 ,25.9 ,89.9 
奈良県,香芝市,24.26 ,"3,197.1",42.9 ,16.9 ,60.8 ,22.3 ,90.2 
奈良県,葛城市,33.72 ,"1,086.4",45.2 ,15.2 ,58.3 ,26.5 ,90.0 
奈良県,宇陀市,247.50 ,125.7,52.4 ,9.6 ,53.8 ,36.6 ,89.7 
奈良県,山添村,66.52 ,55.2,56.0 ,8.3 ,49.4 ,42.3 ,91.2 
奈良県,平群町,23.90 ,790.1,50.5 ,11.0 ,53.3 ,35.7 ,89.3 
奈良県,三郷町,8.79 ,"2,681.6",47.4 ,12.9 ,57.2 ,30.0 ,88.3 
奈良県,斑鳩町,14.27 ,"1,913.3",46.7 ,13.9 ,57.2 ,28.9 ,89.3 
奈良県,安堵町,4.31 ,"1,726.9",49.3 ,9.4 ,60.1 ,30.5 ,90.3 
奈良県,川西町,5.93 ,"1,430.9",48.0 ,12.3 ,57.0 ,30.8 ,93.4 
奈良県,三宅町,4.06 ,"1,683.7",49.8 ,10.3 ,56.8 ,32.9 ,88.2 
奈良県,田原本町,21.09 ,"1,502.7",47.2 ,12.9 ,58.2 ,29.0 ,92.0 
奈良県,曽爾村,47.76 ,32.4,57.9 ,7.0 ,48.4 ,44.7 ,86.6 
奈良県,御杖村,79.58 ,22.1,62.0 ,4.2 ,41.9 ,53.9 ,85.7 
奈良県,高取町,25.79 ,279.0,52.0 ,10.2 ,53.6 ,36.2 ,89.4 
奈良県,明日香村,24.10 ,229.2,52.4 ,9.5 ,53.9 ,36.6 ,89.8 
奈良県,上牧町,6.14 ,"3,591.9",50.1 ,10.8 ,55.9 ,33.3 ,88.1 
奈良県,王寺町,7.01 ,"3,284.6",45.7 ,13.5 ,60.1 ,26.4 ,89.8 
奈良県,広陵町,16.30 ,"2,054.4",44.3 ,15.4 ,61.2 ,23.4 ,90.8 
奈良県,河合町,8.23 ,"2,180.0",50.2 ,11.0 ,54.3 ,34.7 ,88.5 
奈良県,吉野町,95.65 ,77.4,57.9 ,6.4 ,47.8 ,45.8 ,85.0 
奈良県,大淀町,38.10 ,474.3,48.7 ,11.6 ,59.0 ,29.4 ,90.1 
奈良県,下市町,61.99 ,91.4,55.5 ,6.8 ,51.3 ,41.9 ,87.9 
奈良県,黒滝村,47.70 ,13.8,60.2 ,5.0 ,45.6 ,49.4 ,88.0 
奈良県,天川村,175.66 ,7.7,59.3 ,8.6 ,45.1 ,46.3 ,91.5 
奈良県,野迫川村,154.90 ,2.9,57.1 ,6.7 ,47.9 ,45.4 ,95.2 
奈良県,十津川村,672.38 ,5.2,54.1 ,8.2 ,51.7 ,40.2 ,112.6 
奈良県,下北山村,133.39 ,6.7,59.5 ,7.2 ,45.5 ,47.4 ,89.2 
奈良県,上北山村,274.22 ,1.9,59.8 ,3.3 ,47.5 ,49.2 ,109.0 
奈良県,川上村,269.26 ,4.9,64.3 ,4.5 ,36.8 ,58.7 ,89.7 
奈良県,東吉野村,131.65 ,13.3,61.6 ,5.3 ,41.0 ,53.7 ,91.3 
和歌山県,和歌山県,"4,724.69 ",203.9,48.7 ,12.1 ,57.0 ,30.9 ,88.8 
和歌山県,和歌山市,208.84 ,"1,743.7",47.6 ,12.3 ,58.5 ,29.3 ,88.7 
和歌山県,海南市,101.06 ,513.2,50.7 ,11.0 ,54.9 ,34.1 ,87.3 
和歌山県,橋本市,130.55 ,487.3,48.0 ,12.2 ,58.7 ,29.1 ,88.8 
和歌山県,有田市,36.89 ,771.8,49.2 ,11.8 ,56.6 ,31.6 ,89.6 
和歌山県,御坊市,43.91 ,564.8,47.3 ,12.4 ,58.7 ,28.9 ,93.4 
和歌山県,田辺市,"1,026.91 ",72.8,49.2 ,12.4 ,56.3 ,31.3 ,88.5 
和歌山県,新宮市,255.23 ,114.9,51.2 ,11.6 ,53.3 ,35.1 ,86.3 
和歌山県,紀の川市,228.21 ,274.4,48.4 ,12.1 ,58.0 ,29.9 ,89.2 
和歌山県,岩出市,38.51 ,"1,388.0",43.2 ,15.3 ,63.5 ,21.2 ,92.7 
和歌山県,紀美野町,128.34 ,71.7,56.7 ,7.7 ,48.2 ,44.2 ,84.7 
和歌山県,かつらぎ町,151.69 ,112.0,51.8 ,10.6 ,52.7 ,36.8 ,86.2 
和歌山県,九度山町,44.15 ,99.1,55.2 ,8.3 ,49.6 ,42.2 ,85.4 
和歌山県,高野町,137.03 ,24.5,53.0 ,7.2 ,53.8 ,39.0 ,108.6 
和歌山県,湯浅町,20.79 ,586.8,49.8 ,11.9 ,55.3 ,32.8 ,87.8 
和歌山県,広川町,65.33 ,110.6,49.1 ,12.7 ,55.7 ,31.6 ,87.9 
和歌山県,有田川町,351.84 ,74.9,49.3 ,12.9 ,55.3 ,31.8 ,88.5 
和歌山県,美浜町,12.77 ,585.7,50.8 ,11.0 ,55.6 ,33.4 ,85.4 
和歌山県,日高町,46.19 ,165.4,47.3 ,15.6 ,54.9 ,29.4 ,89.9 
和歌山県,由良町,30.94 ,188.7,51.7 ,10.8 ,53.9 ,35.2 ,95.9 
和歌山県,印南町,113.62 ,71.0,50.6 ,12.7 ,52.8 ,34.5 ,88.3 
和歌山県,みなべ町,120.28 ,105.9,48.5 ,13.8 ,55.9 ,30.2 ,90.7 
和歌山県,日高川町,331.59 ,29.5,51.0 ,12.5 ,53.2 ,34.4 ,89.9 
和歌山県,白浜町,200.96 ,107.2,52.1 ,10.6 ,52.4 ,37.0 ,85.6 
和歌山県,上富田町,57.37 ,261.3,45.7 ,14.2 ,60.9 ,24.8 ,90.4 
和歌山県,すさみ町,174.46 ,23.7,57.8 ,8.5 ,44.7 ,46.8 ,91.0 
和歌山県,那智勝浦町,183.31 ,85.5,53.8 ,10.3 ,49.4 ,40.3 ,84.5 
和歌山県,太地町,5.81 ,531.3,55.2 ,8.6 ,49.7 ,41.7 ,82.4 
和歌山県,古座川町,294.23 ,9.6,60.7 ,7.8 ,39.5 ,52.7 ,82.2 
和歌山県,北山村,48.20 ,9.3,58.0 ,7.6 ,44.4 ,48.0 ,81.3 
和歌山県,串本町,135.67 ,122.0,55.4 ,9.1 ,47.9 ,43.0 ,88.4 
鳥取県,鳥取県,"3,507.05 ",163.5,48.2 ,12.9 ,57.3 ,29.7 ,91.3 
鳥取県,鳥取市,765.31 ,253.1,46.5 ,13.4 ,60.0 ,26.6 ,94.6 
鳥取県,米子市,132.42 ,"1,127.6",46.6 ,13.7 ,58.7 ,27.6 ,89.8 
鳥取県,倉吉市,272.06 ,180.3,49.2 ,12.7 ,55.6 ,31.7 ,89.1 
鳥取県,境港市,29.02 ,"1,177.6",48.3 ,12.6 ,57.0 ,30.4 ,91.1 
鳥取県,岩美町,122.32 ,93.9,51.4 ,11.3 ,54.6 ,34.1 ,89.9 
鳥取県,若桜町,199.18 ,16.4,57.7 ,6.8 ,48.0 ,45.2 ,90.2 
鳥取県,智頭町,224.70 ,31.8,54.4 ,9.7 ,51.4 ,38.9 ,89.1 
鳥取県,八頭町,206.71 ,82.2,50.1 ,12.2 ,55.7 ,32.0 ,91.2 
鳥取県,三朝町,233.52 ,27.8,52.3 ,11.8 ,52.0 ,36.2 ,89.3 
鳥取県,湯梨浜町,77.94 ,212.3,48.3 ,14.1 ,56.0 ,30.0 ,91.6 
鳥取県,琴浦町,139.97 ,124.4,50.7 ,12.5 ,53.0 ,34.5 ,88.5 
鳥取県,北栄町,56.94 ,260.3,49.4 ,13.0 ,56.0 ,31.0 ,90.4 
鳥取県,日吉津村,4.20 ,818.8,46.3 ,15.0 ,57.6 ,27.4 ,85.3 
鳥取県,大山町,189.83 ,86.8,52.7 ,11.1 ,51.3 ,37.7 ,90.3 
鳥取県,南部町,114.03 ,96.0,50.6 ,12.2 ,53.8 ,34.0 ,89.2 
鳥取県,伯耆町,139.44 ,79.7,52.2 ,11.5 ,52.2 ,36.3 ,88.7 
鳥取県,日南町,340.96 ,14.0,59.7 ,7.4 ,43.4 ,49.2 ,86.1 
鳥取県,日野町,133.98 ,24.5,58.1 ,7.8 ,45.2 ,47.0 ,83.3 
鳥取県,江府町,124.52 ,24.1,57.4 ,8.2 ,47.1 ,44.7 ,87.5 
島根県,島根県,"6,708.24 ",103.5,49.5 ,12.6 ,55.0 ,32.5 ,92.2 
島根県,松江市,572.99 ,359.9,47.0 ,13.2 ,58.7 ,28.2 ,93.3 
島根県,浜田市,690.66 ,84.1,50.4 ,11.4 ,54.9 ,33.7 ,96.9 
島根県,出雲市,624.36 ,275.4,47.4 ,13.8 ,57.1 ,29.1 ,92.7 
島根県,益田市,733.19 ,65.1,51.0 ,12.4 ,52.5 ,35.1 ,89.0 
島根県,大田市,435.71 ,80.7,52.9 ,11.4 ,50.5 ,38.2 ,89.6 
島根県,安来市,420.93 ,93.9,50.8 ,12.2 ,52.5 ,35.2 ,91.2 
